lambda,alpha0,alpha1,alpha2,iteration
0.02,0.0015,0.0008,0.0006,3
0.02,0.0,0.0,0.0,3
0.02,0.0,0.0,0.0,3
0.02,0.0006,0.0009,0.0011,3
0.02,0.0,0.0,0.0,3
0.02,0.0,0.0,0.0002,3
0.02,0.0008,0.0009,0.0009,3
0.02,0.0002,0.0,0.0,3
0.02,0.0,0.0002,0.0013,3
0.02,0.0001,0.0,0.0,3
0.02,0.0004,0.0009,0.0017,3
0.02,0.0,0.0,0.0,3
0.02,0.0,0.0,0.0,3
0.02,0.0006,0.0,0.0008,3
0.02,0.0009,0.0003,0.0002,3
0.02,0.0,0.0,0.0,3
0.02,0.0,0.0,0.0001,3
0.02,0.0,0.0,0.0,3
0.02,0.0003,0.0004,0.0,3
0.02,0.0,0.0,0.0,3
0.02,0.0,0.0,0.0,3
0.02,0.0002,0.0002,0.0,3
0.02,0.0004,0.0004,0.0006,3
0.02,0.0,0.0,0.0,3
0.02,0.0,0.0,0.0,3
0.02,0.0003,0.0001,0.0,3
0.02,0.0,0.0,0.0,3
0.02,0.0007,0.0005,0.0001,3
0.02,0.0003,0.0002,0.0006,3
0.02,0.0006,0.0011,0.0017,3
0.02,0.0,0.0003,0.0,3
0.02,0.0,0.0,0.0,3
0.02,0.0005,0.0003,0.0007,3
0.02,0.0005,0.0001,0.0012,3
0.02,0.0,0.0,0.0,3
0.02,0.0,0.0,0.0,3
0.02,0.0,0.0,0.0,3
0.02,0.0008,0.0003,0.0,3
0.02,0.0015,0.0016,0.0019,3
0.02,0.0004,0.0,0.0005,3
0.02,0.0001,0.0,0.0011,3
0.02,0.0001,0.0,0.0016,3
0.02,0.0,0.0,0.0,3
0.02,0.0003,0.001,0.0004,3
0.02,0.0005,0.0006,0.0008,3
0.02,0.0,0.0,0.0,3
0.02,0.0,0.0003,0.0,3
0.02,0.0001,0.0004,0.0,3
0.02,0.0007,0.0001,0.0,3
0.02,0.0005,0.0001,0.0009,3
0.02,0.0007,0.0006,0.0,3
0.02,0.5,0.55,0.4,4
0.02,0.49,0.5382,0.3907,4
0.02,0.4728,0.5222,0.3809,4
0.02,0.4439,0.5028,0.3702,4
0.02,0.3699,0.4735,0.3536,4
0.02,0.1811,0.4032,0.2754,4
0.02,0.0434,0.3235,0.1712,4
0.02,0.0124,0.2764,0.1092,4
0.02,0.0005,0.228,0.0525,4
0.02,0.0016,0.1895,0.0081,4
0.02,0.0024,0.1737,0.0,4
0.02,0.0049,0.1349,0.0006,4
0.02,0.0003,0.1003,0.0,4
0.02,0.0059,0.0666,0.0,4
0.02,0.0026,0.0309,0.0,4
0.02,0.0068,0.0014,0.0006,4
0.02,0.001,0.0007,0.001,4
0.02,0.001,0.0,0.0,4
0.02,0.0002,0.0,0.0,4
0.02,0.0,0.0,0.0,4
0.02,0.0,0.0,0.0,4
0.02,0.0003,0.0004,0.0006,4
0.02,0.0055,0.001,0.0004,4
0.02,0.0,0.0,0.0,4
0.02,0.0,0.0,0.0,4
0.02,0.0011,0.0,0.0001,4
0.02,0.0006,0.0001,0.0003,4
0.02,0.002,0.0,0.0,4
0.02,0.0008,0.0,0.0,4
0.02,0.0007,0.0003,0.0006,4
0.02,0.0016,0.0007,0.001,4
0.02,0.0016,0.0006,0.0015,4
0.02,0.0017,0.0004,0.0009,4
0.02,0.0,0.0,0.0003,4
0.02,0.0,0.0,0.0002,4
0.02,0.0,0.0,0.0,4
0.02,0.0031,0.0,0.0,4
0.02,0.0043,0.0,0.0,4
0.02,0.0024,0.0,0.0,4
0.02,0.0,0.0,0.0,4
0.02,0.0008,0.0,0.0001,4
0.02,0.0,0.0,0.0,4
0.02,0.0008,0.0,0.0,4
0.02,0.0017,0.0,0.0,4
0.02,0.0,0.0,0.0,4
0.02,0.0,0.0,0.0,4
0.02,0.0003,0.0,0.0,4
0.02,0.0001,0.0,0.0,4
0.02,0.0009,0.0007,0.0005,4
0.02,0.0,0.0002,0.0009,4
0.02,0.0007,0.0008,0.0019,4
0.02,0.0017,0.0,0.0,4
0.02,0.0042,0.0012,0.0023,4
0.02,0.0041,0.0,0.0,4
0.02,0.0017,0.0,0.0,4
0.02,0.0017,0.0005,0.0011,4
0.02,0.0053,0.0,0.0,4
0.02,0.0005,0.0,0.0,4
0.02,0.0015,0.0009,0.0015,4
0.02,0.0002,0.0,0.0001,4
0.02,0.0,0.0,0.0,4
0.02,0.0009,0.0,0.0,4
0.02,0.0008,0.0,0.0,4
0.02,0.0005,0.0,0.0,4
0.02,0.002,0.0,0.0006,4
0.02,0.0012,0.0,0.0,4
0.02,0.0,0.0,0.0,4
0.02,0.0019,0.0009,0.0024,4
0.02,0.0014,0.0,0.0,4
0.02,0.0004,0.0001,0.0,4
0.02,0.0022,0.0004,0.0008,4
0.02,0.0031,0.0,0.0,4
0.02,0.0022,0.0002,0.0009,4
0.02,0.0,0.0,0.0,4
0.02,0.0011,0.0004,0.0007,4
0.02,0.001,0.0,0.0002,4
0.02,0.005,0.0002,0.0002,4
0.02,0.0,0.0,0.0,4
0.02,0.0031,0.0007,0.0016,4
0.02,0.0007,0.0,0.0,4
0.02,0.0017,0.0,0.0,4
0.02,0.0008,0.0,0.0,4
0.02,0.0013,0.0007,0.0009,4
0.02,0.0,0.0,0.0,4
0.02,0.0,0.0,0.0,4
0.02,0.0028,0.0,0.0,4
0.02,0.0021,0.0,0.0,4
0.02,0.0034,0.0007,0.0021,4
0.02,0.0016,0.0,0.0,4
0.02,0.0013,0.0,0.0,4
0.02,0.0082,0.0011,0.0007,4
0.02,0.0,0.0,0.0,4
0.02,0.0023,0.0,0.0,4
0.02,0.0031,0.0001,0.0004,4
0.02,0.0009,0.0,0.0001,4
0.02,0.0021,0.0,0.0,4
0.02,0.0057,0.0005,0.0002,4
0.02,0.0,0.0,0.0007,4
0.02,0.0,0.0002,0.0,4
0.02,0.0012,0.0003,0.0005,4
0.02,0.35,0.3,0.0,5
0.02,0.3292,0.2809,0.0,5
0.02,0.3005,0.2465,0.0,5
0.02,0.2444,0.1775,0.0,5
0.02,0.12,0.0187,0.0,5
0.02,0.0407,0.0005,0.0,5
0.02,0.0,0.0,0.0,5
0.02,0.0,0.0,0.0,5
0.02,0.0004,0.0005,0.0,5
0.02,0.0001,0.0,0.0,5
0.02,0.0012,0.0003,0.0,5
0.02,0.0014,0.0,0.0,5
0.02,0.0006,0.0,0.0,5
0.02,0.0,0.0,0.0001,5
0.02,0.0003,0.0005,0.0,5
0.02,0.0014,0.0011,0.0,5
0.02,0.0016,0.0014,0.0,5
0.02,0.0,0.0,0.0,5
0.02,0.0006,0.0002,0.0006,5
0.02,0.0034,0.0035,0.0008,5
0.02,0.0071,0.0046,0.0,5
0.02,0.0023,0.0015,0.0,5
0.02,0.0012,0.001,0.0,5
0.02,0.0014,0.001,0.001,5
0.02,0.0,0.0,0.0,5
0.02,0.0053,0.0047,0.0,5
0.02,0.0022,0.0016,0.0,5
0.02,0.0005,0.0,0.0,5
0.02,0.0,0.0,0.0,5
0.02,0.0072,0.0061,0.0039,5
0.02,0.0014,0.0011,0.0,5
0.02,0.0027,0.0027,0.0005,5
0.02,0.0016,0.0004,0.0,5
0.02,0.0005,0.0007,0.0009,5
0.02,0.0027,0.002,0.0,5
0.02,0.0015,0.0017,0.0009,5
0.02,0.0008,0.0014,0.0,5
0.02,0.0034,0.0029,0.0006,5
0.02,0.0007,0.0002,0.0,5
0.02,0.0042,0.0029,0.0,5
0.02,0.0046,0.005,0.0003,5
0.02,0.0,0.0,0.0,5
0.02,0.0026,0.0016,0.0,5
0.02,0.0022,0.0026,0.0036,5
0.02,0.0,0.0,0.0,5
0.02,0.002,0.001,0.0013,5
0.02,0.0007,0.0002,0.0,5
0.02,0.0001,0.0001,0.0,5
0.02,0.002,0.0009,0.0,5
0.02,0.0,0.0,0.0005,5
0.02,0.0062,0.0047,0.0,5
0.02,0.0057,0.0056,0.0005,5
0.02,0.0012,0.0008,0.0013,5
0.02,0.0011,0.001,0.0,5
0.02,0.0011,0.0009,0.0024,5
0.02,0.0,0.0,0.0008,5
0.02,0.0016,0.0011,0.0,5
0.02,0.0006,0.0001,0.0014,5
0.02,0.003,0.0017,0.0,5
0.02,0.0023,0.0016,0.0,5
0.02,0.0054,0.0048,0.0,5
0.02,0.0023,0.002,0.0,5
0.02,0.0048,0.0031,0.0,5
0.02,0.0007,0.0001,0.0,5
0.02,0.0,0.0,0.0,5
0.02,0.0001,0.0,0.0,5
0.02,0.001,0.0,0.0,5
0.02,0.0012,0.0008,0.0,5
0.02,0.0019,0.0016,0.0001,5
0.02,0.0018,0.0005,0.0,5
0.02,0.0004,0.0,0.0,5
0.02,0.0017,0.0013,0.0,5
0.02,0.0026,0.0021,0.0002,5
0.02,0.0019,0.0017,0.0,5
0.02,0.0027,0.0018,0.0,5
0.02,0.0004,0.0004,0.0004,5
0.02,0.0,0.0,0.0004,5
0.02,0.004,0.0032,0.0007,5
0.02,0.0027,0.0016,0.0,5
0.02,0.0019,0.0015,0.0,5
0.02,0.0003,0.0,0.0004,5
0.02,0.0012,0.0012,0.002,5
0.02,0.0003,0.0003,0.0,5
0.02,0.0004,0.0004,0.0,5
0.02,0.0016,0.0008,0.0,5
0.02,0.0013,0.0015,0.0,5
0.02,0.0,0.0,0.0001,5
0.02,0.0013,0.0008,0.0,5
0.02,0.0008,0.0005,0.0001,5
0.02,0.0026,0.0023,0.0,5
0.02,0.0,0.0,0.0,5
0.02,0.0012,0.001,0.0,5
0.02,0.0016,0.0013,0.0,5
0.02,0.0003,0.0001,0.0002,5
0.02,0.0005,0.0003,0.0,5
0.02,0.0037,0.003,0.0017,5
0.02,0.0015,0.0005,0.0,5
0.02,0.0026,0.0018,0.0,5
0.02,0.0006,0.0004,0.0,5
0.02,0.0,0.0,0.0006,5
0.025,0.6,0.15,0.05,0
0.025,0.574,0.1436,0.048,0
0.025,0.545,0.1356,0.0425,0
0.025,0.5082,0.1218,0.0137,0
0.025,0.4269,0.0856,0.0,0
0.025,0.3048,0.0233,0.0,0
0.025,0.2384,0.0001,0.0006,0
0.025,0.1965,0.0015,0.0078,0
0.025,0.1576,0.001,0.0058,0
0.025,0.1228,0.0004,0.0098,0
0.025,0.113,0.003,0.018,0
0.025,0.0769,0.001,0.0172,0
0.025,0.0456,0.0021,0.0237,0
0.025,0.0271,0.004,0.041,0
0.025,0.0112,0.0007,0.0396,0
0.025,0.0019,0.0006,0.0347,0
0.025,0.0011,0.0025,0.0364,0
0.025,0.0011,0.0022,0.0453,0
0.025,0.0002,0.0015,0.0481,0
0.025,0.0026,0.0039,0.0551,0
0.025,0.0,0.0012,0.0499,0
0.025,0.0029,0.0035,0.0597,0
0.025,0.0001,0.0004,0.0639,0
0.025,0.0003,0.0006,0.0703,0
0.025,0.002,0.0032,0.0725,0
0.025,0.0,0.0022,0.0786,0
0.025,0.0,0.0003,0.0843,0
0.025,0.0,0.0,0.0822,0
0.025,0.0052,0.0058,0.1016,0
0.025,0.0012,0.0015,0.1004,0
0.025,0.0018,0.0025,0.1101,0
0.025,0.0049,0.0067,0.1154,0
0.025,0.0,0.0023,0.1232,0
0.025,0.0002,0.0,0.1305,0
0.025,0.001,0.0012,0.1375,0
0.025,0.0005,0.0008,0.1447,0
0.025,0.0007,0.0008,0.1516,0
0.025,0.0017,0.0014,0.1661,0
0.025,0.0,0.0001,0.1653,0
0.025,0.0008,0.0015,0.1833,0
0.025,0.0015,0.0018,0.1918,0
0.025,0.0041,0.0046,0.2048,0
0.025,0.0,0.0,0.1941,0
0.025,0.0004,0.0003,0.2008,0
0.025,0.0,0.0,0.2084,0
0.025,0.0005,0.0004,0.2177,0
0.025,0.0039,0.0027,0.2413,0
0.025,0.0,0.0,0.2343,0
0.025,0.0012,0.0009,0.2559,0
0.025,0.0033,0.0025,0.2682,0
0.025,0.0,0.0,0.2615,0
0.025,0.0006,0.0004,0.2787,0
0.025,0.0013,0.0011,0.2773,0
0.025,0.0002,0.0009,0.2807,0
0.025,0.0,0.0,0.2926,0
0.025,0.0009,0.0004,0.2967,0
0.025,0.0025,0.0011,0.31,0
0.025,0.0,0.0,0.314,0
0.025,0.001,0.0008,0.3233,0
0.025,0.0015,0.0013,0.3214,0
0.025,0.0017,0.0008,0.3244,0
0.025,0.001,0.0011,0.3302,0
0.025,0.0033,0.0029,0.3355,0
0.025,0.002,0.0021,0.3436,0
0.025,0.0008,0.0002,0.3604,0
0.025,0.0002,0.0,0.3587,0
0.025,0.0005,0.0007,0.3549,0
0.025,0.0002,0.0,0.3499,0
0.025,0.0017,0.001,0.3513,0
0.025,0.0,0.0,0.3643,0
0.025,0.0,0.0,0.3544,0
0.025,0.0012,0.0007,0.371,0
0.025,0.0017,0.0019,0.3809,0
0.025,0.0011,0.0008,0.3929,0
0.025,0.0005,0.0,0.3734,0
0.025,0.0,0.0,0.3624,0
0.025,0.0017,0.0011,0.3817,0
0.025,0.0011,0.0004,0.3759,0
0.025,0.0001,0.0,0.3738,0
0.025,0.0016,0.0007,0.3849,0
0.025,0.0008,0.0003,0.3972,0
0.025,0.0006,0.0005,0.3916,0
0.025,0.0012,0.0011,0.3965,0
0.025,0.0005,0.0002,0.3942,0
0.025,0.0011,0.0004,0.3994,0
0.025,0.0,0.0,0.3952,0
0.025,0.0013,0.0,0.4186,0
0.025,0.001,0.001,0.4155,0
0.025,0.0009,0.0002,0.4068,0
0.025,0.0018,0.0003,0.4047,0
0.025,0.0031,0.0011,0.4088,0
0.025,0.0004,0.0,0.409,0
0.025,0.0007,0.0009,0.4102,0
0.025,0.0012,0.0011,0.4091,0
0.025,0.0007,0.0004,0.403,0
0.025,0.0037,0.0007,0.418,0
0.025,0.0024,0.0024,0.4214,0
0.025,0.0005,0.0004,0.4066,0
0.025,0.0004,0.0002,0.3991,0
0.025,0.0036,0.0006,0.4133,0
0.025,0.5,0.75,0.65,1
0.025,0.4898,0.7306,0.6437,1
0.025,0.4791,0.7124,0.6334,1
0.025,0.4689,0.6957,0.6218,1
0.025,0.4579,0.6788,0.6078,1
0.025,0.4456,0.6606,0.5904,1
0.025,0.4324,0.6421,0.5704,1
0.025,0.4184,0.6235,0.5482,1
0.025,0.4028,0.6041,0.5223,1
0.025,0.3853,0.5831,0.4909,1
0.025,0.3781,0.5756,0.4785,1
0.025,0.3558,0.5544,0.4408,1
0.025,0.3205,0.5342,0.3913,1
0.025,0.2513,0.5035,0.3277,1
0.025,0.0804,0.4519,0.2157,1
0.025,0.0,0.4002,0.1343,1
0.025,0.001,0.3658,0.1126,1
0.025,0.0,0.3371,0.1007,1
0.025,0.0034,0.3097,0.0889,1
0.025,0.0012,0.2848,0.0782,1
0.025,0.0021,0.2753,0.0743,1
0.025,0.0,0.2506,0.0647,1
0.025,0.0064,0.2268,0.0556,1
0.025,0.0025,0.2045,0.0452,1
0.025,0.0001,0.1817,0.0385,1
0.025,0.0062,0.1583,0.0301,1
0.025,0.0019,0.1354,0.0195,1
0.025,0.0003,0.1122,0.0121,1
0.025,0.0084,0.0902,0.0074,1
0.025,0.0128,0.0682,0.0031,1
0.025,0.0034,0.0595,0.0,1
0.025,0.0068,0.0386,0.0,1
0.025,0.0,0.0175,0.0009,1
0.025,0.0,0.0001,0.0,1
0.025,0.0001,0.0002,0.0001,1
0.025,0.001,0.0,0.0001,1
0.025,0.0,0.0001,0.0,1
0.025,0.0014,0.0001,0.0003,1
0.025,0.0003,0.0,0.0,1
0.025,0.0006,0.0004,0.0001,1
0.025,0.0029,0.0005,0.0,1
0.025,0.0,0.0,0.0,1
0.025,0.0002,0.0,0.0,1
0.025,0.0003,0.0004,0.0001,1
0.025,0.0006,0.0001,0.0,1
0.025,0.0004,0.0006,0.001,1
0.025,0.001,0.0003,0.0011,1
0.025,0.0,0.0002,0.0,1
0.025,0.0013,0.0004,0.0009,1
0.025,0.0004,0.0001,0.0001,1
0.025,0.0003,0.0,0.0,1
0.025,0.004,0.0007,0.0,1
0.025,0.0002,0.0,0.0001,1
0.025,0.0,0.0,0.0005,1
0.025,0.0004,0.0004,0.0004,1
0.025,0.0027,0.0003,0.0005,1
0.025,0.0021,0.0008,0.0009,1
0.025,0.0,0.0,0.0,1
0.025,0.0013,0.001,0.0004,1
0.025,0.0024,0.0004,0.0008,1
0.025,0.0019,0.0,0.0,1
0.025,0.0005,0.0002,0.0001,1
0.025,0.0,0.0002,0.0,1
0.025,0.0,0.0,0.0,1
0.025,0.0,0.0001,0.0,1
0.025,0.0002,0.0,0.0,1
0.025,0.0,0.0001,0.0,1
0.025,0.0,0.0003,0.0006,1
0.025,0.0019,0.0008,0.001,1
0.025,0.0002,0.0004,0.0006,1
0.025,0.0017,0.0006,0.0004,1
0.025,0.0,0.0005,0.0,1
0.025,0.0011,0.0008,0.0003,1
0.025,0.0007,0.0,0.0,1
0.025,0.0,0.0003,0.0001,1
0.025,0.0055,0.0015,0.0012,1
0.025,0.0,0.0,0.0003,1
0.025,0.0021,0.0004,0.0,1
0.025,0.0032,0.0008,0.0011,1
0.025,0.0,0.0,0.0004,1
0.025,0.0022,0.0004,0.0006,1
0.025,0.002,0.0004,0.0012,1
0.025,0.0021,0.0005,0.0006,1
0.025,0.0008,0.0,0.0,1
0.025,0.0,0.0,0.0007,1
0.025,0.0,0.0,0.0,1
0.025,0.0027,0.0006,0.0006,1
0.025,0.0061,0.001,0.0005,1
0.025,0.0008,0.0004,0.0009,1
0.025,0.0024,0.0,0.0008,1
0.025,0.0011,0.0,0.0005,1
0.025,0.0011,0.001,0.0014,1
0.025,0.0007,0.0,0.0,1
0.025,0.0022,0.0012,0.0002,1
0.025,0.0014,0.0002,0.0002,1
0.025,0.0,0.0,0.0001,1
0.025,0.0,0.0,0.0,1
0.025,0.0004,0.0002,0.0008,1
0.025,0.0025,0.0009,0.0009,1
0.025,0.0027,0.0008,0.0012,1
0.025,0.2,0.85,0.5,2
0.025,0.1921,0.8301,0.4876,2
0.025,0.1802,0.8113,0.4752,2
0.025,0.1588,0.7927,0.4627,2
0.025,0.1202,0.7738,0.4484,2
0.025,0.0449,0.7538,0.4035,2
0.025,0.0,0.7296,0.2538,2
0.025,0.0,0.7029,0.1679,2
0.025,0.0001,0.6766,0.1266,2
0.025,0.004,0.6515,0.0942,2
0.025,0.0007,0.6421,0.0848,2
0.025,0.0,0.6168,0.0617,2
0.025,0.0046,0.592,0.0349,2
0.025,0.0003,0.5664,0.011,2
0.025,0.0007,0.5416,0.0,2
0.025,0.0009,0.5166,0.0008,2
0.025,0.0025,0.4918,0.0003,2
0.025,0.0032,0.4678,0.0002,2
0.025,0.0015,0.4439,0.0001,2
0.025,0.0067,0.4207,0.0004,2
0.025,0.0027,0.4121,0.0,2
0.025,0.005,0.3885,0.0001,2
0.025,0.0071,0.3661,0.0,2
0.025,0.0062,0.3422,0.0013,2
0.025,0.007,0.32,0.0008,2
0.025,0.0049,0.2979,0.0,2
0.025,0.0091,0.2762,0.001,2
0.025,0.0047,0.2533,0.0,2
0.025,0.0078,0.2314,0.0,2
0.025,0.0121,0.2112,0.0001,2
0.025,0.007,0.2023,0.0,2
0.025,0.0121,0.1825,0.0015,2
0.025,0.0101,0.1611,0.0005,2
0.025,0.008,0.141,0.0011,2
0.025,0.0082,0.1207,0.0007,2
0.025,0.0116,0.1002,0.0006,2
0.025,0.0157,0.0808,0.001,2
0.025,0.0086,0.0604,0.0,2
0.025,0.0034,0.0387,0.0,2
0.025,0.0069,0.0184,0.0,2
0.025,0.0032,0.0099,0.0,2
0.025,0.0027,0.0001,0.0,2
0.025,0.0022,0.0002,0.0,2
0.025,0.0043,0.0007,0.0016,2
0.025,0.0087,0.0008,0.0,2
0.025,0.0027,0.0001,0.0,2
0.025,0.0,0.0,0.0,2
0.025,0.0007,0.0,0.0,2
0.025,0.001,0.0001,0.0015,2
0.025,0.0026,0.0002,0.0,2
0.025,0.0055,0.0008,0.002,2
0.025,0.0027,0.0001,0.0,2
0.025,0.0015,0.0001,0.0,2
0.025,0.0,0.0001,0.0,2
0.025,0.001,0.0,0.0,2
0.025,0.0031,0.0,0.0,2
0.025,0.0006,0.0,0.0,2
0.025,0.0019,0.0,0.0,2
0.025,0.0011,0.0,0.0,2
0.025,0.0,0.0,0.0,2
0.025,0.0017,0.0,0.0,2
0.025,0.0003,0.0,0.0,2
0.025,0.0012,0.0,0.0,2
0.025,0.0,0.0,0.0,2
0.025,0.0012,0.0,0.0,2
0.025,0.0015,0.0003,0.0012,2
0.025,0.0004,0.0,0.0,2
0.025,0.0,0.0,0.0,2
0.025,0.005,0.0,0.0,2
0.025,0.0054,0.0,0.0009,2
0.025,0.0025,0.0,0.0,2
0.025,0.0024,0.0,0.0,2
0.025,0.0017,0.0002,0.0011,2
0.025,0.0,0.0003,0.0,2
0.025,0.0015,0.0,0.0002,2
0.025,0.0027,0.0,0.0,2
0.025,0.0003,0.0,0.0,2
0.025,0.0014,0.0,0.0,2
0.025,0.0011,0.0,0.0,2
0.025,0.005,0.0,0.0,2
0.025,0.0,0.0,0.0001,2
0.025,0.001,0.0,0.0,2
0.025,0.001,0.0001,0.0002,2
0.025,0.0004,0.0,0.0001,2
0.025,0.0003,0.0,0.0,2
0.025,0.0031,0.0002,0.0,2
0.025,0.0008,0.0,0.0,2
0.025,0.0033,0.0,0.0,2
0.025,0.0027,0.0,0.0007,2
0.025,0.004,0.0,0.0008,2
0.025,0.0018,0.0,0.0,2
0.025,0.0044,0.0003,0.0,2
0.025,0.0034,0.0,0.0002,2
0.025,0.0,0.0,0.0005,2
0.025,0.0005,0.0,0.0,2
0.025,0.0021,0.0,0.0,2
0.025,0.0004,0.0,0.0,2
0.025,0.004,0.0001,0.0006,2
0.025,0.0007,0.0,0.0008,2
0.025,0.0,0.0,0.0,2
0.025,0.5,0.45,0.15,3
0.025,0.4739,0.4299,0.1416,3
0.025,0.4453,0.4027,0.123,3
0.025,0.4087,0.3626,0.0854,3
0.025,0.3417,0.2888,0.0,3
0.025,0.1866,0.148,0.0,3
0.025,0.0591,0.0419,0.0,3
0.025,0.0006,0.0,0.0,3
0.025,0.0,0.0002,0.0006,3
0.025,0.0005,0.0011,0.0025,3
0.025,0.0004,0.0006,0.0027,3
0.025,0.0,0.0,0.0013,3
0.025,0.0,0.0002,0.0004,3
0.025,0.0007,0.001,0.0067,3
0.025,0.0003,0.0031,0.015,3
0.025,0.0,0.0001,0.0007,3
0.025,0.0004,0.0035,0.0183,3
0.025,0.0,0.0027,0.0232,3
0.025,0.0006,0.0015,0.0211,3
0.025,0.0,0.0,0.0364,3
0.025,0.0007,0.0022,0.0375,3
0.025,0.0,0.0015,0.0512,3
0.025,0.0,0.0007,0.0512,3
0.025,0.0017,0.0013,0.0674,3
0.025,0.0,0.0005,0.0669,3
0.025,0.0002,0.003,0.0763,3
0.025,0.0029,0.0037,0.0913,3
0.025,0.0005,0.001,0.0949,3
0.025,0.0003,0.0018,0.1026,3
0.025,0.0,0.0003,0.1075,3
0.025,0.0009,0.0002,0.1059,3
0.025,0.0004,0.0032,0.1175,3
0.025,0.0005,0.0001,0.1294,3
0.025,0.0,0.0024,0.1535,3
0.025,0.0003,0.0,0.1527,3
0.025,0.0008,0.0006,0.1645,3
0.025,0.0,0.0003,0.1624,3
0.025,0.0,0.0013,0.1785,3
0.025,0.0033,0.004,0.199,3
0.025,0.0,0.0012,0.2092,3
0.025,0.0,0.0002,0.2077,3
0.025,0.0004,0.0013,0.2178,3
0.025,0.0001,0.0007,0.2193,3
0.025,0.0006,0.0018,0.2227,3
0.025,0.0008,0.0026,0.2409,3
0.025,0.0004,0.0023,0.2441,3
0.025,0.0,0.0,0.2487,3
0.025,0.0,0.0016,0.2649,3
0.025,0.0002,0.0007,0.2693,3
0.025,0.0002,0.0008,0.2705,3
0.025,0.0001,0.0031,0.2783,3
0.025,0.0,0.0,0.2773,3
0.025,0.0012,0.0019,0.279,3
0.025,0.0006,0.0018,0.2952,3
0.025,0.0,0.0,0.3015,3
0.025,0.0007,0.0051,0.3073,3
0.025,0.0,0.0006,0.2875,3
0.025,0.0029,0.0055,0.3076,3
0.025,0.0,0.0006,0.3161,3
0.025,0.0005,0.0031,0.3189,3
0.025,0.0,0.0012,0.3167,3
0.025,0.0015,0.0046,0.3223,3
0.025,0.0015,0.0017,0.3221,3
0.025,0.0,0.0047,0.3209,3
0.025,0.0015,0.0033,0.3223,3
0.025,0.0021,0.0063,0.3334,3
0.025,0.0,0.0069,0.3397,3
0.025,0.0012,0.0016,0.3455,3
0.025,0.0006,0.0013,0.3428,3
0.025,0.0012,0.0041,0.3452,3
0.025,0.0,0.0,0.333,3
0.025,0.0,0.0,0.333,3
0.025,0.0,0.0042,0.3563,3
0.025,0.0001,0.0037,0.3622,3
0.025,0.0014,0.0041,0.3584,3
0.025,0.0,0.0003,0.3464,3
0.025,0.0007,0.0035,0.359,3
0.025,0.0,0.0005,0.3536,3
0.025,0.0008,0.0043,0.362,3
0.025,0.0025,0.0052,0.3697,3
0.025,0.0,0.0012,0.3627,3
0.025,0.0007,0.001,0.3727,3
0.025,0.0011,0.0058,0.3784,3
0.025,0.001,0.0022,0.3706,3
0.025,0.0003,0.0049,0.3614,3
0.025,0.0016,0.004,0.3595,3
0.025,0.0,0.0,0.3539,3
0.025,0.0012,0.0027,0.3698,3
0.025,0.0002,0.0023,0.3592,3
0.025,0.0,0.0028,0.3687,3
0.025,0.0051,0.0083,0.3825,3
0.025,0.0004,0.0016,0.3753,3
0.025,0.002,0.0039,0.3815,3
0.025,0.0029,0.0018,0.3751,3
0.025,0.0021,0.0036,0.3777,3
0.025,0.002,0.0036,0.3743,3
0.025,0.0002,0.0045,0.3805,3
0.025,0.0007,0.0057,0.3852,3
0.025,0.001,0.0029,0.37,3
0.025,0.0,0.0011,0.3673,3
0.025,0.8,0.0,0.8,4
0.025,0.7813,0.0,0.7828,4
0.025,0.7609,0.0,0.7651,4
0.025,0.7392,0.0,0.7469,4
0.025,0.7146,0.0,0.7282,4
0.025,0.6856,0.0,0.7084,4
0.025,0.6503,0.0,0.6868,4
0.025,0.5964,0.0,0.6487,4
0.025,0.4935,0.0,0.5176,4
0.025,0.3892,0.0,0.3576,4
0.025,0.3684,0.0,0.3266,4
0.025,0.3222,0.0,0.2553,4
0.025,0.2942,0.0023,0.2161,4
0.025,0.2646,0.0,0.1788,4
0.025,0.2427,0.0008,0.1521,4
0.025,0.2276,0.0077,0.1491,4
0.025,0.2163,0.0127,0.1537,4
0.025,0.2005,0.0093,0.1504,4
0.025,0.1885,0.0115,0.1533,4
0.025,0.1803,0.0221,0.1662,4
0.025,0.1752,0.0223,0.1628,4
0.025,0.1641,0.0235,0.1608,4
0.025,0.1583,0.0336,0.1728,4
0.025,0.1519,0.0387,0.1781,4
0.025,0.1481,0.0449,0.1861,4
0.025,0.1427,0.0498,0.1947,4
0.025,0.1405,0.0574,0.2081,4
0.025,0.1301,0.0505,0.1919,4
0.025,0.1297,0.0597,0.2046,4
0.025,0.1232,0.0599,0.2023,4
0.025,0.1222,0.0605,0.2064,4
0.025,0.1235,0.069,0.2197,4
0.025,0.119,0.0673,0.2204,4
0.025,0.1138,0.0658,0.2171,4
0.025,0.1166,0.079,0.2297,4
0.025,0.1187,0.0866,0.2415,4
0.025,0.1185,0.0925,0.2477,4
0.025,0.1161,0.0923,0.2432,4
0.025,0.1144,0.0957,0.247,4
0.025,0.1176,0.102,0.2598,4
0.025,0.1153,0.0987,0.254,4
0.025,0.1141,0.0988,0.2522,4
0.025,0.1211,0.1133,0.2732,4
0.025,0.1143,0.1059,0.2595,4
0.025,0.1176,0.1136,0.2666,4
0.025,0.123,0.1221,0.2765,4
0.025,0.1232,0.1256,0.2813,4
0.025,0.1185,0.12,0.2722,4
